,Decision/Order Number,Date,Description,View Document,ApplID
178,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A011792B
179,2009-0061,2009-12-01,"In the Matter of Petition for Reconsideration of Division of Water Rights Refusal to Accept Protest by United States Marine Corps Base, Camp Pendleton Against City of Santa Cruz Regarding Petitions for Change Under License 9847 (Application 17913) and Permits 16123 And 16601 (Applications 22318 And 23710, Respectively) ? Order Denying Reconsideration",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2009/wro2009_0061.pdf,A022318
180,1235,1965-08-25,In the Matter of Applications 20621 and 21471 to Appropriate Water from DeLuz Creek and Santa Margarita River in San Diego County,,A020621
181,1220,1965-05-28,In the matter of application 21567 of day to appropriate water from Dip Creek in San Luis Obispo County.,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1200_d1249/wrd1220.pdf,A021567
182,1207,1964-12-22,"In the matter of Application 20487 of Thelma S. Schwimley and Application 21398 of Sierra-Nevada Water Co. to Appropriate from
Madden Creek and Lake Tahoe in Placer County",,A021398
183,1290,1967-11-30,"In the matter of applications 353, 360, 5640, 10750, 10979, 11023, 11075, 15231, 16469,  of Fresno irrigation District; 14608, 14609 of City of Fresno; 19836, 20002, 20098, 20486, 20585, 20679 to appropriate water from Kings River in Fresno, King and Tulare Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1250_d1299/wrd1290.pdf,A020486
184,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A019148
185,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A019148
186,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A019148
187,97-05,1997-09-18,"In the Matter of Permitted Applications 11792, 12910, 12912, 13091 and 19149 (Permits 15013, 15015, 15017, 15018 and 15024) of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1997/wro97-05.pdf,A019149
188,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A019149
189,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A019149
190,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A019149
191,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A018727
192,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A018727
193,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A018727
194,2004-0038,2004-08-26,Order Granting Time Extension for and Partial Revocation of Two WR Permits of Humboldt Bay MWD for Mad River,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2004/wro2004_0038.pdf,A017291
195,2004-0038,2004-08-26,Order Granting Time Extension for and Partial Revocation of Two WR Permits of Humboldt Bay MWD for Mad River,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2004/wro2004_0038.pdf,A016454
196,1651,2012-10-16,In the Matter of the Truckee River Watershed - Decision Conditionally Approving Applications and Petitions to Change,decisions/d1650_d1699/wrd1651.pdf,A015673
197,83-11,1983-06-16,"In the Matter of Permits 8511, 11356, 11357 and 15000 (Applications 11587, 12178, 12179 and 21471) of UNITED STATES BUREAU OF RECLAMATION: Santa Margarita River in San Diego County.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1983/wro83-11.pdf,A012178
198,76-5,1976-03-18,"In the Matter of Permits 8511, 11356, 11357, and 15000 (Applications 11587, 12178, 12179, and 21471) of UNITED STATES BUREAU OF RECLAMATION: Santa Margarita River in San Diego County.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1976/wro76_05.pdf,A012178
199,73-50,1973-12-06,"In the Matter of Permits 8511, 11356, 11357, and 15000 (A011587, A012178, A012179, and A021471) of Fallbrook Public Utility District and the US Department of the Navy - Order Directing Issuance of License and Assignment of Permits",,A012178
200,76-23,1976-03-18,Directing the Executive Officer to Transmit Copies of Board Order Concerning the Santa Margarita Project to Appropriate Federal Officials,http://www.waterboards.ca.gov/board_decisions/adopted_orders/resolutions/1976/rs76_023.pdf,A012178
201,2012-0007-EXEC,2012-05-25,In the Matter of Permit 11356 (Application 12178) Fallbrook Public Utility District ¿ Order Approving Petition for Extension of Time,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2012/wro2012_0007.pdf,A012178
202,83-11,1983-06-16,"In the Matter of Permits 8511, 11356, 11357 and 15000 (Applications 11587, 12178, 12179 and 21471) of UNITED STATES BUREAU OF RECLAMATION: Santa Margarita River in San Diego County.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1983/wro83-11.pdf,A012179
203,76-5,1976-03-18,"In the Matter of Permits 8511, 11356, 11357, and 15000 (Applications 11587, 12178, 12179, and 21471) of UNITED STATES BUREAU OF RECLAMATION: Santa Margarita River in San Diego County.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1976/wro76_05.pdf,A012179
204,73-50,1973-12-06,"In the Matter of Permits 8511, 11356, 11357, and 15000 (A011587, A012178, A012179, and A021471) of Fallbrook Public Utility District and the US Department of the Navy - Order Directing Issuance of License and Assignment of Permits",,A012179
205,2009-0063-EXEC,2009-12-07,"In the Matter of the Petitions of the United States Bureau of Reclamation, Fallbrook Public Utility District and the California Department of Water Resources for Reconsideration of Order WR 2009-0028-DWR, which denied the United States Bureau of Reclamations Petitions for Extension of Time for Water Right Permits 8511, 11357 and 15000B (Applications 11587, 12179 and 21471B, respectively) - Order Granting Petitions for Reconsideration",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2009/wro2009_0063exec.pdf,A012179
206,2009-0028-DWR,2009-06-15,,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2009/wro2009_0028dwr.pdf,A012179
207,76-23,1976-03-18,Directing the Executive Officer to Transmit Copies of Board Order Concerning the Santa Margarita Project to Appropriate Federal Officials,http://www.waterboards.ca.gov/board_decisions/adopted_orders/resolutions/1976/rs76_023.pdf,A012179
208,1651,2012-10-16,In the Matter of the Truckee River Watershed - Decision Conditionally Approving Applications and Petitions to Change,decisions/d1650_d1699/wrd1651.pdf,A018006
209,2009-0061,2009-12-01,"In the Matter of Petition for Reconsideration of Division of Water Rights Refusal to Accept Protest by United States Marine Corps Base, Camp Pendleton Against City of Santa Cruz Regarding Petitions for Change Under License 9847 (Application 17913) and Permits 16123 And 16601 (Applications 22318 And 23710, Respectively) ? Order Denying Reconsideration",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2009/wro2009_0061.pdf,A017913
210,76-12,1976-09-16,In the Matter of Permits 11043 and 11044 (Applications 13225 and 13226) of MONTEREY COUNTY FLOOD CONTROL AND WATER CONSERVATION DISTRICT: Salinas River in Monterey County.,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1976/wro76_12.pdf,A013225
211,82-13,1982-11-18,In the Matter of Permits 11043 and 11044 (Applications 13225 and 13226) of MONTEREY COUNTY FLOOD CONTROL AND WATER CONSERVATION DISTRICT: Salinas River in Monterey County.,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1982/wro82-13.pdf,A013225
212,2013-0030-EXEC,2013-08-07,In the Matter of the Diversion and Use of Water by Monterey County Water Resources Agency - Order Approving Settlement Agreement and Cease and Desist Order,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2013/wro2013_0030exec.pdf,A013225
213,1582,1982-04-07,"In the matter of application 26242, 9892, 14278, 17317 of Marin Municipal Water District to appropriate water from Lagunitas Creek in Marin County. See also Order WR 95-17 and Order WR 96-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1550_d1599/wrd1582.pdf,A017317
214,WR 95-17,1995-10-26,"In the Matter of FISHERY PROTECTION AND WATER RIGHT ISSUES OF LAGUNITAS CREEK Involving Water Right Permits 5633, 9390, 2800 and 18546 Applications 9892, 14278, 17317, and 262421) of Marin Municipal Water District¿..Water Right Permits 19724 and 19725 (Applications 25062 and 35079) and Diversion of Water Under Claim of Pre-1914 Appropriative Water Rights by North Marin Water District¿..and Water Right License 4324 (Application 13965) and Diversion of Water Under Claim of Riparian Right by Waldo Giacomini: Lagunitas Creek in Marin County. See also Decision 1582 and Order WR 96-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1995/wro95-17.pdf,A017317
215,WR 96-01,1996-01-18,"In the Matter of FISHERY PROTECTION AND WATER RIGHT ISSUES OF LAGUNITAS CREEK Involving Water Right Permits 5633, 9390, 2800 and 18546 Applications 9892, 14278, 17317, and 262421) of Marin Municipal Water District?..Water Right Permits 19724 and 19725 (Applications 25062 and 35079) and Diversion of Water Under Claim of Pre-1914 Appropriative Water Rights by North Marin Water District?..and Water Right License 4324 (Application 13965) and Diversion of Water Under Claim of Riparian Right by Waldo Giacomini: Lagunitas Creek in Marin County. See also Decision 1582 and Order WR 95-17.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1996/wro96-01.pdf,A017317
216,1290,1967-11-30,"In the matter of applications 353, 360, 5640, 10750, 10979, 11023, 11075, 15231, 16469,  of Fresno irrigation District; 14608, 14609 of City of Fresno; 19836, 20002, 20098, 20486, 20585, 20679 to appropriate water from Kings River in Fresno, King and Tulare Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1250_d1299/wrd1290.pdf,A016469
217,1290,1967-11-30,"In the matter of applications 353, 360, 5640, 10750, 10979, 11023, 11075, 15231, 16469,  of Fresno irrigation District; 14608, 14609 of City of Fresno; 19836, 20002, 20098, 20486, 20585, 20679 to appropriate water from Kings River in Fresno, King and Tulare Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1250_d1299/wrd1290.pdf,A015231
218,1582,1982-04-07,"In the matter of application 26242, 9892, 14278, 17317 of Marin Municipal Water District to appropriate water from Lagunitas Creek in Marin County. See also Order WR 95-17 and Order WR 96-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1550_d1599/wrd1582.pdf,A014278
219,WR 95-17,1995-10-26,"In the Matter of FISHERY PROTECTION AND WATER RIGHT ISSUES OF LAGUNITAS CREEK Involving Water Right Permits 5633, 9390, 2800 and 18546 Applications 9892, 14278, 17317, and 262421) of Marin Municipal Water District¿..Water Right Permits 19724 and 19725 (Applications 25062 and 35079) and Diversion of Water Under Claim of Pre-1914 Appropriative Water Rights by North Marin Water District¿..and Water Right License 4324 (Application 13965) and Diversion of Water Under Claim of Riparian Right by Waldo Giacomini: Lagunitas Creek in Marin County. See also Decision 1582 and Order WR 96-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1995/wro95-17.pdf,A014278
220,WR 96-01,1996-01-18,"In the Matter of FISHERY PROTECTION AND WATER RIGHT ISSUES OF LAGUNITAS CREEK Involving Water Right Permits 5633, 9390, 2800 and 18546 Applications 9892, 14278, 17317, and 262421) of Marin Municipal Water District?..Water Right Permits 19724 and 19725 (Applications 25062 and 35079) and Diversion of Water Under Claim of Pre-1914 Appropriative Water Rights by North Marin Water District?..and Water Right License 4324 (Application 13965) and Diversion of Water Under Claim of Riparian Right by Waldo Giacomini: Lagunitas Creek in Marin County. See also Decision 1582 and Order WR 95-17.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1996/wro96-01.pdf,A014278
221,83-11,1983-06-16,"In the Matter of Permits 8511, 11356, 11357 and 15000 (Applications 11587, 12178, 12179 and 21471) of UNITED STATES BUREAU OF RECLAMATION: Santa Margarita River in San Diego County.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1983/wro83-11.pdf,A011587
222,76-5,1976-03-18,"In the Matter of Permits 8511, 11356, 11357, and 15000 (Applications 11587, 12178, 12179, and 21471) of UNITED STATES BUREAU OF RECLAMATION: Santa Margarita River in San Diego County.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1976/wro76_05.pdf,A011587
223,73-50,1973-12-06,"In the Matter of Permits 8511, 11356, 11357, and 15000 (A011587, A012178, A012179, and A021471) of Fallbrook Public Utility District and the US Department of the Navy - Order Directing Issuance of License and Assignment of Permits",,A011587
224,2009-0063-EXEC,2009-12-07,"In the Matter of the Petitions of the United States Bureau of Reclamation, Fallbrook Public Utility District and the California Department of Water Resources for Reconsideration of Order WR 2009-0028-DWR, which denied the United States Bureau of Reclamations Petitions for Extension of Time for Water Right Permits 8511, 11357 and 15000B (Applications 11587, 12179 and 21471B, respectively) - Order Granting Petitions for Reconsideration",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2009/wro2009_0063exec.pdf,A011587
225,2009-0028-DWR,2009-06-15,,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2009/wro2009_0028dwr.pdf,A011587
226,76-23,1976-03-18,Directing the Executive Officer to Transmit Copies of Board Order Concerning the Santa Margarita Project to Appropriate Federal Officials,http://www.waterboards.ca.gov/board_decisions/adopted_orders/resolutions/1976/rs76_023.pdf,A011587
227,2009-0028,2009-04-24,In the Matter of the Petition for Reconsideration of Decision to not Accept the Protest of Defenders of Wildlife filed against Templeton Community Services District Regarding Petition for Change of License 4829 (Application 13690),http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2009/wro2009_0028exec.pdf,A013690
228,1600,1984-06-21,In the matter of alleged waste and unreasonable use of water by Imperial Irrigation District in Imperial County.,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1600_d1649/wrd1600.pdf,A007482
229,84-12,1984-09-20,Order affirming Decision 1600 and denying petitions for reconsideration.,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1984/wro84-12.pdf,A007482
230,88-20,1988-09-07,Order to submit plan and implementation schedule for water conservation measures.,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1988/wro88-20.pdf,A007482
231,WRO 2002-0013,2002-10-28,"In the Matter of amended joint petition of Imperial Irrigation District and San Diego County Water Authority for approval of a long-term transfer of conserved water pursuant to an agreement between IID and SDCWA, and petition of IID to change the purpose and place of use and the point of diversion under Permit 7643 (Application 7482).  See also Order WRO 2002-0016.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2002/wro2002-13.pdf,A007482
232,WRO 2002-0016,2002-12-20,"In the Matter of amended joint petition of Imperial Irrigation District and San Diego County Water Authority for approval of a long-term transfer of conserved water pursuant to an agreement between IID and SDCWA, and petition of IID to change the purpose and place of use and the point of diversion under Permit 7643 (Application 7482). See also Order WRO 2002-0013.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2002/wro2002-16.pdf,A007482
233,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A013093
234,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A013093
235,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A013093
236,97-05,1997-09-18,"In the Matter of Permitted Applications 11792, 12910, 12912, 13091 and 19149 (Permits 15013, 15015, 15017, 15018 and 15024) of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1997/wro97-05.pdf,A013091
237,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A013091
238,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A013091
239,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A013091
240,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A013092
241,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A013092
242,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A013092
243,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A012911
244,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A012911
245,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A012911
246,97-05,1997-09-18,"In the Matter of Permitted Applications 11792, 12910, 12912, 13091 and 19149 (Permits 15013, 15015, 15017, 15018 and 15024) of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1997/wro97-05.pdf,A012912
247,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A012912
248,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A012912
249,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A012912
250,97-05,1997-09-18,"In the Matter of Permitted Applications 11792, 12910, 12912, 13091 and 19149 (Permits 15013, 15015, 15017, 15018 and 15024) of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1997/wro97-05.pdf,A012910
251,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A012910
252,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A012910
253,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A012910
254,1290,1967-11-30,"In the matter of applications 353, 360, 5640, 10750, 10979, 11023, 11075, 15231, 16469,  of Fresno irrigation District; 14608, 14609 of City of Fresno; 19836, 20002, 20098, 20486, 20585, 20679 to appropriate water from Kings River in Fresno, King and Tulare Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1250_d1299/wrd1290.pdf,A010979
255,WR 77-11,1977-10-20,"In the Matter of Permits 5881, 5882, and 7253 (Applications 10211, 10216, and 11745) of U. S. Corps of Engineers, et al.: Salinas River in San Luis Obispo County. See also Orders WR 74-20, WR 77-6, WR 78-3, 2000-13, 2001-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1977/wro77_11.pdf,A010216
256,WR 74-20,1974-06-20,"In the Matter of Permits 5881, 5882, and 7253 (Applications 10211, 10216, and 11745) of U. S. Corps of Engineers, et al.: Salinas River in San Luis Obispo County. See also Orders WR 77-6, WR 77-11, WR 78-3, 2000-13, and 2001-01.",,A010216
