,6a. Construction work has commenced,6b. Construction is completed,6c. Beneficial uses of water has commenced,6d. Project will be completed within the time period specified in the permit,6e. Explanation of work remaining to be done,6f. Estimated date of completion,Beneficial uses of water has commenced,Construction is completed,Construction work has commenced,Estimated date of completion,Explanation of work remaining to be done,Project Status,Project will be completed within the time period specified in the permit,ApplID,Report_ID
8011,Yes,No,Yes,Yes,"On October 9, 2008, Permit 21225 was issued, allowing a period within which to make beneficial use through December 2057. Petitions for Extension of Time, to the same of December 31 2057, are pending for Permits 198985 (A0238473) and 20753 (A028996). In addition to annual operation and maintenance work at permitted diversions and storage facilities (groundwater recharge basins)and diversion points, CY 2017 work included the development of preliminary design reports, environmental documentation and final designs on nine recharge improvement projects as proposed in the 2013 Amendment to the 2010 Recharge Master Plan Update. These nine new rehcarge projects are, for the most part, expansions in recharge capacities at facilities; and, construction of these proposed recharge improvements is projected to be completed in 2020. The Chino Basin Watermaster and the Inland Empire Utilities Agency will update the Recharge Master Plan in 2018 and every five years thereafter and they will subsequently construct additional recharge improvements to enhance diversion and recharge capacity within the quantities allowed under the three permits.",12/31/2057,,,,,,Not Complete,,A028996,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340081
8012,,,,,,,,,,,,Complete,,A028996,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36537
8013,,,,,,,Yes,Yes,Yes,12/31/2057,A petition for extension of time to make full beneficial use is presently pending under Permits 19895.,Not Complete,No,A028996,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49566
8014,Yes,Yes,Yes,Yes,"On October 9, 2008, Permit 21225 (A031369) was issued, allowing a period within which to make beneficial use through December 31, 2057. Petitions for Extension of Time, to the same date of December 31, 2057, are pending for Permits 19895 (A028473) and 20753 (A028996).  In addition to annual operation and maintenance work at storage facilities (groundwater recharge basins) and diversion points, current work includes expansion of the Turner Basin Facility to increase storage volume and maximum rate of diversion, within the permitted diversion rate.",12/31/2057,,,,,,Not Complete,,A028996,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84860
8015,Yes,Yes,Yes,No,"Diversions have previously been constructed and used but are temporarily not. Diversions may be altered and utilized as part of the Royal Mountain King Mine Closure Plan by the CVRWQCB. (Ref; Katherine Mrowka, DWR, July 11, 2005 letter RE: Permit 20257, application 28997, Calaveras County) The closure WDR's approved by CVRWQCB on Jan 25, 2008 require additional work and technical evaluations before the Closure Plan is final.",07/01/2020,,,,,,Not Complete,,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112448
8016,Yes,Yes,Yes,No,"Diversions have been previously constructed and used but are temporarily not. Diversions may be altered and utilized as part of the Royal Mountain King Mine Closure Plan by the CVRWQCB. (Ref: Katherine Mrowka, DWR, 07/11/05 letter RE: Permit 20257, application 28997, Calaveras County) The Closure WDR's approved by CVRWQCB on 01/28/08 require additional work and technical evaluations before the Closure Plan is final.",07/01/2020,,,,,,Not Complete,,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157273
8017,No,No,No,No,"Diversion and specific uses under this permit will be revised and implemented, and the necessary change s well as time extension petitions filed, after the Regional Board accepts a closure plan and WDR's for the Royal Mountain King Mine property. (Ref Katherine Mrowka, DWR, July 11, 2005, letter RE: Permit 20257). The Closure ROWD are currently being developed for the Regional Board Staff pending approval of a Basin Plan Amendment.",06/30/2018,,,,,,Not Complete,,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208588
8018,No,No,No,No,"Diversion and specific uses under this permit will be revised and implemented, and the
necessary change s well as time extension petitions filed, after the Regional Board accepts
a closure plan and WDR's for the Royal Mountain King Mine property. (Ref Katherine
Mrowka, DWR, July 11, 2005, letter RE: Permit 20257). The Closure ROWD have been submitted to the Regional Board Staff and are pending review and approval.",06/30/2018,,,,,,Not Complete,,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235981
8019,,,,,,,,,,,,Revocation Requested,,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293933
8020,,,,,,,No,No,No,07/01/2020,See explanation in remarks section,Not Complete,No,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36929
8021,,,,,,,No,No,No,09/25/2020,Please see remarks section,Not Complete,No,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49834
8022,Yes,Yes,Yes,No,"Diversions have previously been constructed and used but are temporarily not. Diversions may be altered and utilized as part of the Royal Mountain King Mine Closure Plan by the CVRWQCB. (Ref; Katherine Mrowka, DWR, July 11, 2005 letter RE: Permit 20257, application 28997, Calaveras County)  The closure WDR's approved by CVRWQCB on Jan 25, 2008 require additional work and technical evaluations before the Closure Plan is final.",07/01/2020,,,,,,Not Complete,,A028997,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85234
8023,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112076
8024,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156196
8025,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208226
8026,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235982
8027,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292862
8028,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339708
8029,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37081
8030,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49860
8031,,,,,,,,,,,,Complete,,A029013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84861
8032,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111879
8033,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157479
8034,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207318
8035,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235983
8036,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294138
8037,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340445
8038,,,,,,,,,,,,,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36488
8039,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49972
8040,,,,,,,,,,,,Complete,,A029018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84665
8041,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112826
8042,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157480
8043,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207683
8044,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235984
8045,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294139
8046,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340828
8047,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48368
8048,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50159
8049,,,,,,,,,,,,Complete,,A029019,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85615
8050,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112255
8051,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157101
8052,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208589
8053,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235985
8054,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293760
8055,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340683
8056,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36401
8057,,,,,,,,,,,,Complete,,A029024,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85042
8058,,,,,,,,,,,,Complete,,A029028,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112077
8059,,,,,,,No,No,No,01/01/2010,There is no construction from my end going on.....We have the water running through the property and the only work performed on the property was through the florin vineyard water company.,Not Complete,No,A029028,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36709
8060,,,,,,,No,No,No,01/01/2011,There is no construction from my end going on.....We have the water running through the property and the only work performed on the property was through the florin vineyard water company.,Not Complete,No,A029028,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49357
8061,,,,,,,,,,,,Complete,,A029028,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84862
8062,,,,,,,,,,,,Complete,,A029036,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113160
8063,,,,,,,,,,,,Complete,,A029036,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36730
8064,,,,,,,,,,,,Complete,,A029036,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49767
8065,,,,,,,,,,,,Complete,,A029036,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84011
8066,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112994
8067,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157102
8068,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207319
8069,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235987
8070,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293761
8071,Yes,No,No,No,"Construction for diversion has been completed, but construction of reservoir had not been started at the point when Treasury Wine Estates acquired the property.",01/01/2035,,,,,,Not Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340446
8072,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37571
8073,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49405
8074,,,,,,,,,,,,Complete,,A029037,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85784
8075,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113161
8076,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149700
8077,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156367
8078,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208411
8079,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235988
8080,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293029
8081,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340621
8082,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37563
8083,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50577
8084,,,,,,,,,,,,Complete,,A029038,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85954
8085,,,,,,,,,,,,Complete,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112628
8086,,,,,,,,,,,,Complete,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157274
8087,,,,,,,,,,,,Complete,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208040
8088,,,,,,,,,,,,Complete,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235989
8089,,,,,,,,,,,,Revocation Requested,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293934
8090,,,,,,,,,,,,Revocation Requested,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340447
8091,,,,,,,,,,,,Complete,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37260
8092,,,,,,,,,,,,Complete,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50345
8093,,,,,,,,,,,,Complete,,A029039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85420
8094,,,,,,,,,,,,Complete,,A029040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37786
8095,,,,,,,,,,,,Complete,,A029041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37782
8096,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111880
8097,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157275
8098,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208227
8099,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235990
8100,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293935
8101,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340996
8102,,,,,,,,,,,,,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36522
8103,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50160
8104,,,,,,,,,,,,Complete,,A029046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84666
8105,Yes,No,Yes,No,"unable to afford liner for 4.5 acre ft pond
empties thru bottom of pond thru leakage
currently divert .76 acre ft to smaller pond
use ground water in lieu of 4.49 acre pond  water for 9.5 acres grapes/1.25 acre landscape",12/01/2016,,,,,,Not Complete,,A029048,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208590
8106,Yes,No,Yes,No,"LINING OF""BIG POND"" NOT COMPLETE-FINANCIALLY HARD TO DO AT THIS POINT",01/01/2020,,,,,,Not Complete,,A029048,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235991
8107,Yes,No,Yes,No,"Lining of ""Big Pond"" not complete -financially hard to do at this point",01/01/2020,,,,,,Not Complete,,A029048,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339709
8108,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112256
8109,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157276
8110,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208041
8111,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235992
8112,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293936
8113,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340622
8114,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36453
8115,,,,,,,,,,,,Complete,,A029049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49608
8116,,,,,,,,,,,,Complete,,A029050,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157277
8117,,,,,,,,,,,,Complete,,A029050,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208042
8118,,,,,,,,,,,,Complete,,A029050,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235993
8119,,,,,,,,,,,,Complete,,A029050,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293937
8120,,,,,,,,,,,,Complete,,A029050,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37301
8121,,,,,,,,,,,,Complete,,A029050,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50325
8122,,,,,,,,,,,,Complete,,A029053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112827
8123,,,,,,,,,,,,Complete,,A029053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157481
8124,,,,,,,,,,,,Complete,,A029053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208412
8125,,,,,,,,,,,,Complete,,A029053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235994
8126,,,,,,,,,,,,Complete,,A029053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=291873
8127,,,,,,,,,,,,Complete,,A029053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294140
8128,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113162
8129,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156909
8130,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182352
8131,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182360
8132,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182361
8133,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208043
8134,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235995
8135,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293566
8136,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37040
8137,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49923
8138,,,,,,,,,,,,Complete,,A029056,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85955
8139,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113163
8140,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156368
8141,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207863
8142,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233358
8143,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235996
8144,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293030
8145,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37863
8146,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49810
8147,,,,,,,,,,,,Complete,,A029058,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85956
8148,No,No,No,Yes,n/a,01/01/2013,,,,,,Not Complete,,A029059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112078
8149,No,No,No,Yes,n/a,01/01/2014,,,,,,Not Complete,,A029059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156910
8150,No,No,No,Yes,N/A,01/01/2015,,,,,,Not Complete,,A029059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207504
8151,No,No,No,Yes,Construction is on going and the date of completion is unknown,12/31/2016,,,,,,Not Complete,,A029059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235997
8152,,,,,,,,,,,,,,A029059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36706
8153,,,,,,,,,,,,Complete,,A029059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50294
8154,No,No,No,Yes,N/A,01/01/2012,,,,,,Not Complete,,A029059,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84863
8155,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112257
8156,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156911
8157,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207320
8158,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235998
8159,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293568
8160,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340612
8161,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37278
8162,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49476
8163,,,,,,,,,,,,Complete,,A029060,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85044
8164,,,,,,,,,,,,Complete,,A029070,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112630
8165,,,,,,,,,,,,Complete,,A029070,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37163
8166,,,,,,,,,,,,Complete,,A029070,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50578
8167,,,,,,,,,,,,Complete,,A029070,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85422
8168,,,,,,,,,,,,Complete,,A029071,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36985
8169,,,,,,,,,,,,Complete,,A029073,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=110911
8170,,,,,,,,,,,,Complete,,A029073,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112449
8171,,,,,,,,,,,,Complete,,A029073,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156197
8172,,,,,,,,,,,,Complete,,A029073,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36981
8173,,,,,,,,,,,,Complete,,A029073,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50065
